N,P,K,Temperature,Humidity,Ph,Rain,Crop
102.24,86.66,49.57,26.96,82.21,6.6,149.59,Banana
96.73,36.62,37.47,24.29,57.96,6.85,70.24,Apple
86.89,76.8,45.85,29.59,84.61,5.78,216.03,Banana
64.66,42.01,43.81,22.69,88.47,6.62,261.17,Rice
38.81,64.54,49.19,17.08,65.1,7.11,117.75,Black Gram (Urd Beans)(Whole)
5.86,59.88,24.25,26.52,46.95,4.99,92.94,Mango
26.96,130.55,206.15,30.2,83.43,6.04,61.65,Grapes
21.85,124.38,188.94,28.98,79.45,6.31,74.69,Grapes
71.65,58.29,45.23,25.15,73.61,6.99,100.97,Bhindi(Ladies Finger)
35.7,47.4,20.38,31.68,47.58,4.89,83.77,Mango
19.69,129.83,182.58,29.95,81.67,6.19,77.2,Grapes
14.11,63.61,17.59,22.05,17.67,6.28,137.41,Arhar (Tur/Red Gram)(Whole)
85.6,47.11,21.25,23.35,68.93,6.8,69.72,Apple
69.55,45.55,43.53,22.73,82.76,6.29,217.29,Rice
26.08,143.29,187.59,30.53,84.78,6.27,78.46,Grapes
61.6,49.06,41.88,24.22,89.85,7.42,240.48,Rice
76.21,37.01,44.39,20.72,87.01,6.73,209.55,Rice
103.11,87.19,46.11,22.75,75.24,7.47,189.21,Banana
86.17,39.07,29.58,23.41,63.46,5.79,67.41,Apple
94.75,72.18,41.99,29.94,80.83,6.35,201.03,Banana
50.08,72.61,46.95,17.91,29.95,6.72,139.18,Black Gram (Urd Beans)(Whole)
67.39,41.5,43.66,23.92,89.28,7.44,270.92,Rice
23.15,127.6,207.15,29.19,84.96,6.32,61.55,Grapes
98.15,78.26,42.65,28.43,76.16,5.87,214.41,Banana
3.07,19.16,33.49,16.73,85.06,6.14,119.54,Pomegranate
6.29,17.0,32.74,19.2,94.17,5.54,109.3,Pomegranate
30.23,61.25,16.56,16.01,26.38,5.76,134.3,Arhar (Tur/Red Gram)(Whole)
12.59,137.39,208.98,28.8,78.28,6.42,79.02,Grapes
70.96,43.27,43.0,21.39,87.77,6.6,298.84,Rice
7.96,16.43,34.76,16.76,89.44,6.26,112.32,Pomegranate
13.43,136.97,192.21,30.09,84.93,6.05,64.62,Grapes
81.9,49.66,35.36,25.69,78.42,7.2,88.98,Bhindi(Ladies Finger)
81.15,55.15,29.38,21.03,53.05,6.77,78.58,Apple
91.9,75.84,43.23,28.24,83.92,6.93,129.88,Banana
3.1,25.31,38.75,21.24,90.69,6.43,114.89,Pomegranate
77.66,46.86,41.8,24.66,81.06,7.33,207.3,Rice
9.19,18.58,37.14,16.99,85.67,6.2,109.17,Pomegranate
89.36,88.46,49.68,25.66,76.79,6.56,93.09,Banana
93.67,67.72,44.39,29.69,83.24,7.35,204.51,Banana
35.75,66.97,65.49,22.17,16.47,7.28,79.07,Black Gram (Urd Beans)(Whole)
71.93,54.0,42.31,28.52,72.53,7.22,103.28,Bhindi(Ladies Finger)
76.39,43.33,41.38,22.14,85.76,6.28,291.25,Rice
28.4,65.47,17.34,24.49,40.25,6.39,107.3,Arhar (Tur/Red Gram)(Whole)
2.99,26.34,34.58,20.6,88.82,5.79,102.44,Pomegranate
90.72,43.09,32.08,21.13,56.97,6.52,83.31,Apple
43.45,67.25,29.85,24.11,24.21,5.67,116.42,Arhar (Tur/Red Gram)(Whole)
39.65,56.46,19.12,32.3,63.35,7.27,64.04,Green Gram (Moong)(Whole)
53.4,70.55,38.34,16.68,53.49,7.4,93.17,Black Gram (Urd Beans)(Whole)
96.04,88.65,43.04,26.88,79.14,6.94,168.06,Banana
54.74,75.23,69.63,17.93,52.44,7.11,128.53,Black Gram (Urd Beans)(Whole)
72.95,41.06,34.18,20.78,64.56,6.3,87.48,Apple
94.52,50.82,52.94,25.73,70.82,7.35,97.48,Bhindi(Ladies Finger)
96.74,94.58,44.42,26.88,80.67,5.56,219.24,Banana
21.35,72.61,30.17,27.42,22.2,6.31,80.53,Arhar (Tur/Red Gram)(Whole)
99.27,51.04,34.34,22.74,68.34,5.78,68.39,Apple
12.12,52.55,17.07,31.6,66.39,6.95,61.85,Green Gram (Moong)(Whole)
38.67,58.7,27.52,29.55,54.21,4.93,80.01,Mango
42.51,62.8,39.2,15.78,31.42,6.13,122.46,Arhar (Tur/Red Gram)(Whole)
38.48,56.2,23.06,33.22,65.09,6.61,75.46,Green Gram (Moong)(Whole)
33.2,73.63,55.63,23.02,47.57,7.15,65.28,Black Gram (Urd Beans)(Whole)
25.34,61.97,64.96,22.95,54.57,7.04,68.67,Black Gram (Urd Beans)(Whole)
16.22,45.05,31.94,33.82,53.05,6.48,85.56,Mango
70.36,46.95,36.48,23.29,60.39,6.73,81.57,Apple
73.26,47.88,47.75,27.19,66.1,7.44,88.41,Bhindi(Ladies Finger)
67.21,45.45,42.25,25.13,80.25,6.74,245.39,Rice
20.16,73.39,30.55,19.91,60.49,5.74,113.01,Arhar (Tur/Red Gram)(Whole)
17.68,51.27,22.69,26.65,74.22,7.19,60.47,Green Gram (Moong)(Whole)
22.64,53.85,27.57,27.8,57.25,6.29,96.54,Mango
33.83,63.22,27.02,16.32,60.87,5.53,129.34,Arhar (Tur/Red Gram)(Whole)
40.78,68.89,23.1,19.7,40.08,6.18,91.29,Arhar (Tur/Red Gram)(Whole)
71.5,47.79,36.58,23.96,65.39,7.17,107.14,Bhindi(Ladies Finger)
88.6,57.44,42.42,26.16,76.95,7.15,88.24,Bhindi(Ladies Finger)
90.07,91.9,46.36,29.73,75.14,5.66,123.63,Banana
37.95,20.32,30.38,31.37,50.69,5.86,99.28,Mango
12.52,63.09,39.16,22.41,59.94,6.18,108.97,Arhar (Tur/Red Gram)(Whole)
26.14,57.48,23.19,26.01,60.85,6.65,55.29,Green Gram (Moong)(Whole)
91.72,47.85,33.46,23.02,60.11,6.98,61.3,Apple
89.4,88.76,42.39,28.94,76.63,5.6,127.31,Banana
20.49,129.98,205.53,30.47,80.82,6.42,62.52,Grapes
80.0,39.28,20.05,23.11,62.68,5.87,70.47,Apple
12.99,26.2,34.5,23.6,90.79,5.81,118.68,Pomegranate
15.42,134.51,206.21,30.16,84.74,6.44,76.55,Grapes
33.25,64.12,19.26,19.73,29.6,6.01,137.59,Arhar (Tur/Red Gram)(Whole)
27.56,136.7,209.13,29.6,79.88,6.05,60.84,Grapes
39.44,29.8,24.97,28.83,50.43,5.8,84.7,Mango
8.26,25.83,32.86,20.7,89.35,6.36,114.82,Pomegranate
21.44,53.94,15.41,30.12,75.96,7.22,72.29,Green Gram (Moong)(Whole)
24.4,61.75,29.57,26.52,58.27,6.43,102.92,Arhar (Tur/Red Gram)(Whole)
96.48,89.88,44.01,21.22,80.28,5.86,99.72,Banana
74.64,39.01,42.23,20.48,89.72,6.18,283.12,Rice
89.81,41.05,28.19,20.69,68.98,6.9,92.22,Apple
44.73,61.23,32.5,16.14,45.3,6.36,131.67,Arhar (Tur/Red Gram)(Whole)
62.65,50.0,40.92,24.76,86.69,6.57,266.45,Rice
25.51,142.75,196.8,30.42,79.19,6.0,79.65,Grapes
22.0,73.87,22.05,17.41,23.43,6.3,89.42,Arhar (Tur/Red Gram)(Whole)
14.5,22.44,38.42,22.24,89.27,5.95,112.77,Pomegranate
18.12,67.98,39.33,28.34,17.86,5.82,126.38,Arhar (Tur/Red Gram)(Whole)
14.54,23.12,34.0,21.41,94.45,5.9,101.8,Pomegranate
75.22,44.84,42.49,20.37,85.2,7.45,279.91,Rice
49.01,64.86,37.45,22.32,15.6,7.49,64.99,Black Gram (Urd Beans)(Whole)
103.66,94.38,42.67,20.6,75.54,6.13,142.49,Banana
96.39,60.11,48.58,21.04,75.42,5.51,118.59,Banana
36.21,52.2,17.18,33.5,72.43,7.04,50.52,Green Gram (Moong)(Whole)
100.15,60.12,48.07,25.47,81.23,6.15,173.25,Banana
6.98,24.6,30.88,23.46,88.72,5.84,115.47,Pomegranate
73.64,45.83,33.44,24.86,69.81,5.98,74.42,Apple
32.59,62.3,19.6,28.3,60.67,6.3,105.75,Arhar (Tur/Red Gram)(Whole)
53.14,64.92,52.62,22.24,18.89,6.64,138.15,Black Gram (Urd Beans)(Whole)
71.67,60.36,48.04,28.77,79.81,6.32,80.1,Bhindi(Ladies Finger)
44.55,63.09,29.6,27.54,18.45,6.28,84.24,Arhar (Tur/Red Gram)(Whole)
17.56,41.53,23.44,33.9,45.05,5.33,94.75,Mango
72.3,35.63,21.15,24.89,69.18,6.97,62.07,Apple
29.23,68.04,63.37,20.54,47.93,6.91,91.12,Black Gram (Urd Beans)(Whole)
76.52,64.14,49.23,26.82,72.32,6.32,88.93,Bhindi(Ladies Finger)
47.79,71.1,26.15,21.71,59.63,7.12,63.69,Black Gram (Urd Beans)(Whole)
18.55,67.59,37.69,20.88,26.13,6.17,138.59,Arhar (Tur/Red Gram)(Whole)
6.05,23.4,37.48,17.02,90.3,6.05,112.11,Pomegranate
94.9,59.01,44.95,20.85,76.44,6.94,94.72,Banana
86.2,91.19,41.8,22.58,82.51,7.12,195.84,Banana
25.16,120.53,203.53,31.82,78.2,6.37,69.87,Grapes
20.84,138.6,210.0,28.36,79.9,6.13,61.78,Grapes
95.19,91.68,47.3,25.14,84.42,6.23,197.94,Banana
11.7,56.69,17.74,32.45,77.78,6.85,60.47,Green Gram (Moong)(Whole)
94.97,56.48,43.25,23.78,70.04,6.54,106.31,Bhindi(Ladies Finger)
39.27,72.74,37.62,24.74,66.9,6.55,144.5,Black Gram (Urd Beans)(Whole)
26.2,136.65,190.99,30.65,78.36,6.45,63.37,Grapes
33.13,54.96,18.1,29.19,80.44,7.38,69.73,Green Gram (Moong)(Whole)
101.38,58.25,47.51,21.97,84.78,5.66,226.71,Banana
90.1,50.55,50.07,26.97,66.33,7.24,87.77,Bhindi(Ladies Finger)
26.16,73.97,73.9,23.09,17.92,7.27,83.19,Black Gram (Urd Beans)(Whole)
99.31,34.79,23.39,21.69,67.15,6.1,78.16,Apple
93.83,55.26,34.26,21.54,67.04,6.44,89.53,Apple
35.91,21.99,24.48,27.62,51.82,5.28,84.81,Mango
77.18,35.29,34.56,22.45,63.58,5.76,61.65,Apple
73.94,63.61,39.55,27.8,66.47,6.63,85.12,Bhindi(Ladies Finger)
29.94,143.35,202.58,28.82,83.2,6.08,68.05,Grapes
27.15,36.2,22.63,33.53,55.81,5.06,84.05,Mango
27.15,59.97,24.71,26.28,69.92,7.16,52.01,Green Gram (Moong)(Whole)
89.39,45.67,33.6,24.59,64.79,6.67,64.77,Apple
83.7,55.67,25.97,22.98,67.89,6.57,66.36,Apple
39.46,58.02,17.48,31.16,67.5,6.83,71.85,Green Gram (Moong)(Whole)
96.77,43.78,32.03,20.13,53.77,6.27,83.2,Apple
2.12,30.52,20.21,30.38,52.75,5.09,87.89,Mango
72.78,32.07,23.81,24.52,57.28,6.26,96.98,Apple
94.9,58.67,23.23,25.0,59.1,6.48,80.76,Apple
4.41,21.33,39.46,24.87,93.33,6.44,108.69,Pomegranate
85.92,93.42,47.92,25.94,76.2,6.42,91.0,Banana
16.1,122.02,186.81,31.65,83.02,6.31,62.32,Grapes
68.14,45.69,42.33,22.69,80.21,7.49,276.18,Rice
74.35,47.7,40.01,20.08,87.7,6.01,282.92,Rice
18.28,149.2,186.57,28.8,81.36,6.43,78.73,Grapes
98.62,76.5,49.35,20.36,79.13,7.03,198.1,Banana
36.59,44.66,30.22,33.31,55.98,4.51,83.59,Mango
69.32,48.67,44.78,20.71,87.42,7.1,267.17,Rice
78.77,51.21,20.81,20.88,65.51,5.63,95.62,Apple
49.83,62.81,44.81,22.22,67.84,7.13,95.77,Black Gram (Urd Beans)(Whole)
69.3,47.05,40.28,24.58,85.99,6.81,210.41,Rice
12.65,70.75,16.54,29.9,49.82,5.92,111.25,Arhar (Tur/Red Gram)(Whole)
20.5,136.43,202.85,29.87,80.66,6.44,76.57,Grapes
88.24,72.63,49.59,28.86,84.19,6.39,182.65,Banana
14.54,130.93,199.23,30.44,82.76,6.22,77.92,Grapes
98.98,80.19,49.68,29.42,81.2,6.16,216.07,Banana
22.12,69.87,70.31,24.96,33.49,7.15,76.99,Black Gram (Urd Beans)(Whole)
38.19,52.38,15.77,30.27,63.26,6.54,65.26,Green Gram (Moong)(Whole)
84.5,58.8,54.92,28.44,78.24,6.71,100.43,Bhindi(Ladies Finger)
14.69,16.28,34.21,15.33,86.6,5.78,111.16,Pomegranate
28.11,34.69,32.32,31.49,51.93,5.51,95.63,Mango
90.79,58.11,45.47,22.33,77.81,6.52,84.1,Bhindi(Ladies Finger)
14.77,50.34,15.96,29.47,75.5,6.79,65.61,Green Gram (Moong)(Whole)
14.85,25.58,37.66,22.15,85.06,6.35,119.92,Pomegranate
80.34,58.54,41.27,24.99,73.49,6.46,102.2,Bhindi(Ladies Finger)
28.34,67.92,19.65,17.96,35.69,5.73,121.23,Arhar (Tur/Red Gram)(Whole)
80.63,58.57,23.36,22.58,64.83,5.8,78.44,Apple
77.05,56.27,54.69,22.6,72.78,6.04,97.15,Bhindi(Ladies Finger)
70.33,44.08,40.64,20.9,84.04,6.94,292.3,Rice
91.07,76.49,41.11,27.15,80.72,7.23,157.76,Banana
63.36,39.17,41.57,22.58,89.48,6.75,296.14,Rice
5.58,19.48,39.21,22.61,91.06,5.66,116.12,Pomegranate
21.9,32.89,30.8,25.21,54.9,4.73,83.43,Mango
95.3,94.4,46.88,28.95,83.24,5.66,131.92,Banana
6.73,20.23,31.11,20.56,90.4,6.16,102.72,Pomegranate
93.62,61.14,45.86,29.84,69.73,6.45,109.53,Bhindi(Ladies Finger)
7.93,26.93,38.27,16.28,91.73,6.22,102.6,Pomegranate
24.73,131.94,188.88,29.47,79.5,6.06,70.21,Grapes
19.11,141.87,183.69,30.31,82.07,6.44,67.17,Grapes
44.8,73.24,29.46,16.19,53.7,6.28,85.1,Arhar (Tur/Red Gram)(Whole)
78.83,38.88,44.13,26.39,89.46,7.04,252.37,Rice
77.89,34.71,25.05,24.52,64.25,5.76,71.77,Apple
31.14,53.69,20.05,26.33,83.85,6.58,69.75,Green Gram (Moong)(Whole)
18.94,53.86,15.22,33.59,67.21,6.66,54.39,Green Gram (Moong)(Whole)
73.56,36.69,42.52,26.11,83.38,6.26,216.83,Rice
16.67,142.96,198.54,31.4,78.7,6.45,60.78,Grapes
94.11,52.05,37.56,21.88,54.61,6.13,74.32,Apple
88.95,45.37,45.16,29.63,69.61,6.79,107.56,Bhindi(Ladies Finger)
65.6,35.5,43.4,24.45,83.37,6.2,210.35,Rice
81.67,40.88,30.11,24.91,52.47,6.85,92.4,Apple
3.16,29.74,38.29,23.51,86.98,5.71,116.6,Pomegranate
81.03,31.26,38.13,21.36,66.3,6.87,62.08,Apple
29.73,52.45,21.59,28.44,68.17,6.88,66.14,Green Gram (Moong)(Whole)
53.4,75.78,75.42,18.02,17.57,7.0,88.95,Black Gram (Urd Beans)(Whole)
96.62,82.04,47.47,29.14,78.01,6.38,147.15,Banana
71.75,36.1,21.86,22.47,50.56,6.15,86.46,Apple
82.43,59.31,35.8,27.95,69.24,7.01,85.3,Bhindi(Ladies Finger)
10.17,18.27,38.72,24.74,86.66,6.15,101.34,Pomegranate
29.98,149.06,186.72,28.68,83.64,6.24,64.87,Grapes
45.31,72.07,43.86,18.03,28.37,6.54,120.65,Black Gram (Urd Beans)(Whole)
62.05,36.3,40.75,21.24,89.09,6.97,284.99,Rice
52.81,64.09,23.06,27.01,32.23,7.35,97.95,Black Gram (Urd Beans)(Whole)
81.5,57.39,51.12,25.25,76.49,6.75,109.06,Bhindi(Ladies Finger)
14.07,27.84,30.9,22.13,91.05,6.07,111.73,Pomegranate
102.29,61.05,44.71,23.73,79.47,6.88,221.77,Banana
75.06,42.89,44.89,21.92,85.24,6.6,278.48,Rice
21.06,50.36,20.9,33.32,54.54,6.07,85.78,Mango
86.96,32.4,38.32,20.84,62.68,5.86,82.99,Apple
44.85,74.68,28.72,28.03,17.97,5.73,81.77,Arhar (Tur/Red Gram)(Whole)
90.82,35.06,24.06,24.11,58.32,5.86,69.96,Apple
90.8,56.85,47.57,22.93,65.6,7.25,98.31,Bhindi(Ladies Finger)
13.29,20.58,35.37,18.96,85.31,6.24,108.38,Pomegranate
13.7,17.22,32.58,23.7,89.84,6.05,111.73,Pomegranate
33.4,62.93,34.84,17.58,61.12,5.91,115.43,Arhar (Tur/Red Gram)(Whole)
71.47,37.08,41.43,26.36,85.32,6.28,244.45,Rice
25.7,138.49,190.29,29.13,76.68,6.47,60.33,Grapes
59.29,61.35,73.14,25.52,16.99,6.73,103.02,Black Gram (Urd Beans)(Whole)
90.59,55.06,45.13,24.07,66.05,6.21,88.92,Bhindi(Ladies Finger)
43.81,66.55,26.29,23.9,25.08,6.58,121.2,Black Gram (Urd Beans)(Whole)
70.94,37.28,42.51,20.99,83.03,7.47,234.25,Rice
28.27,122.17,188.97,28.75,83.92,6.01,75.11,Grapes
95.83,70.08,46.47,20.75,81.19,6.75,97.04,Banana
97.96,63.67,49.01,25.58,80.96,6.16,220.46,Banana
76.25,50.9,24.64,22.53,67.42,6.65,83.04,Apple
35.32,64.69,77.02,18.16,56.88,7.01,124.36,Black Gram (Urd Beans)(Whole)
12.1,23.32,32.24,25.54,52.73,5.66,94.14,Mango
89.81,52.08,53.89,22.03,78.92,6.84,107.85,Bhindi(Ladies Finger)
99.01,82.07,45.21,21.99,83.38,6.3,162.34,Banana
24.36,54.25,21.72,34.5,76.06,7.09,49.28,Green Gram (Moong)(Whole)
34.1,73.47,75.44,26.58,23.66,6.73,71.86,Black Gram (Urd Beans)(Whole)
96.21,93.71,45.11,28.62,82.08,6.27,100.18,Banana
95.46,65.87,46.86,27.34,80.31,5.59,210.25,Banana
8.56,15.42,33.73,17.59,90.9,6.27,119.15,Pomegranate
59.79,61.87,39.74,27.29,38.09,6.94,132.75,Black Gram (Urd Beans)(Whole)
78.07,49.94,40.24,20.41,87.09,7.27,290.49,Rice
59.36,69.87,44.27,22.19,43.42,7.33,109.6,Black Gram (Urd Beans)(Whole)
12.62,147.83,182.77,28.36,79.16,6.22,68.3,Grapes
83.8,35.24,27.49,23.61,57.62,6.78,94.9,Apple
44.62,67.29,26.1,17.84,40.38,6.29,126.98,Arhar (Tur/Red Gram)(Whole)
6.22,23.46,33.73,19.47,88.3,6.2,119.92,Pomegranate
70.11,46.64,44.84,20.6,89.61,6.74,264.25,Rice
44.94,74.99,26.59,26.82,53.25,5.72,114.94,Arhar (Tur/Red Gram)(Whole)
96.33,33.38,26.75,22.46,60.48,6.57,71.34,Apple
10.34,23.89,33.72,17.48,85.33,5.58,113.41,Pomegranate
14.87,23.1,37.47,23.9,86.09,6.35,107.85,Pomegranate
85.13,58.63,23.14,21.16,56.14,6.97,86.34,Apple
2.62,25.78,37.1,24.58,88.9,5.6,102.52,Pomegranate
65.13,43.17,41.88,23.34,80.69,6.25,254.2,Rice
94.45,90.74,44.31,20.12,84.12,6.34,212.62,Banana
34.47,54.51,15.03,28.52,79.43,6.81,47.33,Green Gram (Moong)(Whole)
13.34,17.59,30.54,20.36,89.56,6.15,100.09,Pomegranate
7.55,21.54,37.3,24.82,90.57,5.81,112.92,Pomegranate
14.12,25.43,30.31,21.22,87.0,5.74,113.56,Pomegranate
13.92,72.24,30.24,15.74,58.31,5.81,86.09,Arhar (Tur/Red Gram)(Whole)
98.04,84.51,41.46,20.79,76.64,6.76,181.55,Banana
29.46,53.52,19.92,34.36,62.6,7.2,60.98,Green Gram (Moong)(Whole)
74.78,53.95,36.99,24.92,69.96,6.59,91.6,Bhindi(Ladies Finger)
12.47,24.35,33.02,18.53,92.77,6.14,112.76,Pomegranate
12.62,129.29,193.15,29.06,77.64,6.15,63.36,Grapes
96.33,94.46,48.13,21.37,82.69,7.16,210.92,Banana
67.7,50.36,42.99,22.83,81.57,6.55,262.33,Rice
21.59,140.82,189.85,28.45,78.06,6.2,73.41,Grapes
26.69,53.9,20.74,31.11,83.92,7.17,59.37,Green Gram (Moong)(Whole)
24.78,38.3,21.75,31.85,46.99,5.31,81.34,Mango
6.42,29.65,38.54,24.29,89.36,6.5,112.55,Pomegranate
93.0,82.6,42.6,26.46,77.67,5.58,123.14,Banana
81.84,43.55,28.2,21.36,68.2,6.52,97.89,Apple
36.9,52.57,17.82,34.02,73.14,6.66,60.57,Green Gram (Moong)(Whole)
2.9,29.52,30.1,15.4,85.69,6.18,115.24,Pomegranate
30.31,61.67,36.21,20.06,58.97,5.59,96.54,Arhar (Tur/Red Gram)(Whole)
29.85,143.79,188.66,30.83,76.66,6.15,60.49,Grapes
12.46,18.07,38.89,21.77,91.07,5.92,102.87,Pomegranate
25.93,79.85,38.01,16.41,58.21,7.46,89.76,Black Gram (Urd Beans)(Whole)
29.25,54.05,20.93,33.69,57.2,6.21,86.36,Mango
20.85,63.84,16.76,19.13,27.5,5.79,89.4,Arhar (Tur/Red Gram)(Whole)
45.02,62.87,53.04,22.82,16.54,7.27,121.84,Black Gram (Urd Beans)(Whole)
24.58,146.43,181.29,30.31,78.47,6.04,61.77,Grapes
43.32,77.19,71.71,21.59,18.67,7.04,110.33,Black Gram (Urd Beans)(Whole)
15.82,54.57,18.7,34.94,64.31,6.61,68.52,Green Gram (Moong)(Whole)
73.6,44.48,41.6,23.91,80.35,6.5,289.19,Rice
91.5,66.94,45.14,22.25,76.83,6.28,102.61,Banana
40.51,63.02,44.37,21.75,47.44,7.01,62.55,Black Gram (Urd Beans)(Whole)
34.14,69.9,29.95,17.85,15.16,6.02,83.84,Arhar (Tur/Red Gram)(Whole)
23.13,42.65,34.61,28.23,52.45,5.81,93.98,Mango
18.17,133.1,196.18,31.76,76.54,6.36,71.71,Grapes
8.84,15.14,39.36,23.34,94.14,5.87,119.89,Pomegranate
30.86,52.36,15.06,25.79,60.83,7.13,79.35,Green Gram (Moong)(Whole)
86.82,63.92,39.67,24.21,75.82,6.4,94.33,Bhindi(Ladies Finger)
79.84,54.77,52.68,27.79,76.12,6.56,84.17,Bhindi(Ladies Finger)
96.24,66.49,44.89,24.36,76.28,5.68,163.92,Banana
14.64,121.93,198.4,31.52,75.87,6.01,68.53,Grapes
12.73,143.35,190.35,29.0,82.73,6.2,76.64,Grapes
11.67,40.61,26.02,28.53,58.72,4.96,88.72,Mango
10.15,24.88,36.78,23.47,91.95,5.91,117.39,Pomegranate
83.54,53.64,23.79,21.18,64.8,6.41,93.85,Apple
29.49,137.02,207.1,31.16,77.07,6.33,79.79,Grapes
28.45,145.98,198.92,29.14,80.86,6.35,68.77,Grapes
11.18,21.35,37.94,19.45,93.9,5.8,110.19,Pomegranate
57.21,70.62,78.81,17.45,68.04,6.82,103.1,Black Gram (Urd Beans)(Whole)
27.51,131.92,192.45,30.53,82.88,6.34,64.35,Grapes
24.54,38.9,33.76,33.48,52.37,5.11,96.44,Mango
22.71,138.68,189.59,28.35,80.82,6.25,66.44,Grapes
18.07,71.97,29.54,22.48,29.65,5.55,108.78,Arhar (Tur/Red Gram)(Whole)
22.35,51.51,24.08,33.82,74.11,6.72,79.96,Green Gram (Moong)(Whole)
37.98,67.26,20.21,24.72,38.44,6.45,128.73,Arhar (Tur/Red Gram)(Whole)
74.49,53.37,21.2,23.04,61.1,6.13,80.14,Apple
28.95,78.53,71.59,23.53,26.62,7.24,129.51,Black Gram (Urd Beans)(Whole)
57.75,77.97,59.67,17.27,40.43,6.73,62.69,Black Gram (Urd Beans)(Whole)
78.99,54.31,30.91,22.67,54.03,6.7,61.42,Apple
89.2,65.33,46.69,29.45,79.49,6.79,110.98,Banana
26.62,147.38,198.93,30.0,78.29,6.27,70.82,Grapes
73.43,59.54,30.61,22.42,63.27,6.06,67.66,Apple
98.52,56.7,26.08,20.81,52.92,6.56,71.56,Apple
29.59,144.01,181.36,32.0,81.24,6.16,73.08,Grapes
93.48,64.14,38.31,23.33,68.98,7.29,91.13,Bhindi(Ladies Finger)
76.6,49.0,25.74,20.27,65.96,5.77,76.59,Apple
78.41,45.0,44.39,20.46,87.04,6.61,248.38,Rice
25.23,64.46,31.82,23.29,37.4,5.98,115.63,Arhar (Tur/Red Gram)(Whole)
57.4,76.71,26.92,16.74,27.23,7.15,98.82,Black Gram (Urd Beans)(Whole)
34.64,57.29,23.08,32.57,52.13,4.63,83.71,Mango
102.95,61.99,42.86,22.66,80.77,6.53,177.75,Banana
7.71,27.01,35.28,17.38,94.0,5.5,107.18,Pomegranate
26.83,74.53,35.7,28.83,18.07,6.24,96.29,Arhar (Tur/Red Gram)(Whole)
5.35,45.68,23.21,30.07,58.11,5.51,85.51,Mango
81.74,48.45,23.11,20.53,65.62,6.91,71.59,Apple
95.27,47.57,30.36,24.68,68.83,5.8,74.35,Apple
13.3,55.34,24.78,27.85,55.04,6.32,92.22,Mango
21.93,56.45,23.72,33.86,46.6,6.35,90.71,Mango
79.23,54.68,41.65,23.31,70.29,7.39,100.92,Bhindi(Ladies Finger)
87.14,37.64,31.63,24.42,64.98,5.76,62.04,Apple
38.46,74.9,53.56,24.19,57.0,6.66,113.36,Black Gram (Urd Beans)(Whole)
20.01,141.39,209.62,30.81,81.74,6.38,71.55,Grapes
43.03,73.02,16.18,21.81,58.13,5.86,119.0,Arhar (Tur/Red Gram)(Whole)
90.46,52.63,50.63,23.86,76.89,6.42,102.09,Bhindi(Ladies Finger)
15.08,31.58,25.95,34.63,45.58,5.89,83.95,Mango
12.16,68.65,29.52,26.13,63.66,5.93,134.47,Arhar (Tur/Red Gram)(Whole)
19.56,60.3,15.34,24.93,48.18,5.8,82.99,Arhar (Tur/Red Gram)(Whole)
72.77,62.16,51.64,22.75,79.54,6.11,103.57,Bhindi(Ladies Finger)
16.51,62.95,20.37,15.16,56.45,6.28,127.78,Arhar (Tur/Red Gram)(Whole)
15.16,135.0,199.68,31.96,80.7,6.1,60.86,Grapes
36.86,63.62,41.47,24.0,18.61,6.6,110.3,Black Gram (Urd Beans)(Whole)
96.18,43.28,33.03,21.31,58.9,6.08,87.49,Apple
21.26,61.92,30.78,23.18,37.33,5.7,132.41,Arhar (Tur/Red Gram)(Whole)
16.9,57.67,21.91,29.38,80.88,7.23,56.79,Green Gram (Moong)(Whole)
32.61,72.14,37.95,17.78,56.1,6.07,139.09,Arhar (Tur/Red Gram)(Whole)
4.98,26.36,37.07,21.45,94.22,5.65,119.96,Pomegranate
36.52,23.8,22.89,29.39,49.86,5.33,84.25,Mango
72.04,50.15,42.36,28.17,66.03,7.16,102.99,Bhindi(Ladies Finger)
32.35,60.19,26.72,15.18,33.16,6.53,102.58,Black Gram (Urd Beans)(Whole)
78.8,53.62,35.88,29.08,69.67,7.15,100.49,Bhindi(Ladies Finger)
21.11,66.83,34.94,19.17,66.0,7.17,88.8,Black Gram (Urd Beans)(Whole)
78.55,58.09,38.9,26.54,65.53,6.28,109.96,Bhindi(Ladies Finger)
94.46,48.81,35.69,29.67,76.66,7.12,93.62,Bhindi(Ladies Finger)
18.02,56.55,34.23,25.67,57.45,5.13,87.82,Mango
17.75,24.82,20.19,26.8,58.79,4.88,83.37,Mango
32.7,52.72,22.05,27.1,72.09,7.49,66.69,Green Gram (Moong)(Whole)
38.78,51.07,19.35,32.71,68.25,7.34,54.49,Green Gram (Moong)(Whole)
54.02,70.45,72.62,16.94,37.22,6.82,68.13,Black Gram (Urd Beans)(Whole)
86.2,59.61,46.28,21.99,81.44,6.64,112.97,Banana
30.21,52.81,23.55,34.63,62.83,6.94,48.2,Green Gram (Moong)(Whole)
91.59,57.02,34.39,21.94,58.27,5.52,83.46,Apple
32.65,55.41,21.04,34.48,74.51,6.61,78.93,Green Gram (Moong)(Whole)
7.01,28.01,38.19,24.26,92.37,6.21,109.27,Pomegranate
102.62,80.97,41.41,27.89,75.68,7.32,104.13,Banana
